DrugID,Name,Route,AuthCountry,AuthHolder,MasterFileLocation,Email
232,Abemot 1 Mg,Oral,Croatia,Abela Pharm D.O.O.,Croatia,nuspojave@bonifarm.hr
233,Abendur,Oral Use,Ireland,Ascot Laboratories (Ireland) Limited,Croatia,lucija.bedenikovic@tigermedgrp.com
234,Aberipra,Oral Use,Italy,Ecupharma S.R.L.,Italy,pharmacovigilance@direnzo.biz
235,Abernil,Oral Use,Cyprus,Medochemie Ltd.,Cyprus,pharmacovigilance@medochemie.com
236,Abesart,Oral Use,Italy,Genetic Spa,Italy,phv@geneticspa.it
237,Abesyl,Oral Use,Greece,Medochemie Hellas Sa,Cyprus,pharmacovigilance@medochemie.com
238,Abevmy,Intravenous Use,European Union,Biosimilar Collaborations Ireland Limited,Croatia,sanja.prpic@primevigilance.com
239,Abevmy,Intravenous Use,Iceland,Biosimilar Collaborations Ireland Limited,Croatia,sanja.prpic@primevigilance.com
240,Abevmy,Intravenous Use,Liechtenstein,Biosimilar Collaborations Ireland Limited,Croatia,sanja.prpic@primevigilance.com
241,Abevmy,Intravenous Use,Norway,Biosimilar Collaborations Ireland Limited,Croatia,sanja.prpic@primevigilance.com
242,Abfentiq,Oral Use,Spain,"Ferrer Internacional, S.A.",Spain,pharmacovigilance@ferrer.com
243,Abführ Sn,Oral Use,Germany,Aenova Ip Gmbh,Germany,pvtemmler@ebeling-assoc.com
244,Abführ Tee,Oral Use,Germany,Bad Heilbrunner Naturheilmittel Gmbh & Co. Kg,Germany,info@bad-heilbrunner.de
245,Abführ-Kapseln Rizinol,Oral Use,Germany,Queisser Pharma Gmbh & Co.Kg,Germany,drugsafety@drugsafety.de
246,Abführpulver,Oral Use,Germany,Retterspitz Gmbh & Co. Kg,Germany,dr.schuster@retterspitz.de
247,Abführtee,Oral Use,Germany,Bombastus-Werke Ag,Germany,pharmacovigilance@bombastus-werke.de
248,Abführtee N,Oral Use,Germany,H & S Tee-Gesellschaft Mbh & Co. Kg,Germany,pharmakovigilanz@hst.eu
249,Abführtee-Sennesblätter N,Oral Use,Germany,Uriach Germany Gmbh,Germany,safety@uriach.com
250,Abiano,Oral Use,United Kingdom (Northern Ireland),Aspire Pharma Limited,Germany,medinfo@aspirepharma.co.uk
251,Abibam®,Oral Use,Germany,Dr. Pfleger Arzneimittel Gmbh,Germany,pharmacovigilance@dr-pfleger.de
252,Abicrem,Cutaneous Use,Spain,Galenicum Derma S.L.,Spain,pharmacovigilance@galenicum.com
253,Abidalo,Oral Use,Croatia,"Krka, D.D., Novo Mesto",Slovenia,Pharmacovigilance.HR@krka.biz
254,Abidalo,Oral Use,Cyprus,Tad Pharma Gmbh,Slovenia,pvstaff@kipapharma.com
255,Abidalo,Oral Use,Germany,123 Acurae Pharma Gmbh,Slovenia,Drug-Safety@tad.de
256,Abidalo,Oral Use,Malta,Tad Pharma Gmbh,Slovenia,pharmacovigilance@krka.biz
257,Abidec Multivitamin,Oral Use,Ireland,Chefaro Ireland Designated Activity Company,Belgium,CSCIGlobalPatientSafety@perrigo.com
258,Abidec Multivitamin,Oral Use,United Kingdom (Northern Ireland),Omega Pharma Ltd,Belgium,CSCIGlobalPatientSafety@perrigo.com
259,Abidol,Oral Use,Italy,Aurora Licensing S.R.L.,Italy,pharmacovigilance@direnzo.biz
260,Abietinsäure,Cutaneous Use,Germany,Smartpractice Europe Gmbh,Germany,pv.smartpracticeeurope@ebeling-assoc.com
261,Abigerd,Oral Use,Denmark,Aurora Biofarma S.R.L,Italy,wannalamarca@clinpharma.it
262,Abigerd,Oral Use,Italy,Aurora Biofarma S.R.L,Italy,wannalamarca@clinpharma.it
263,Abik,Oral Use,Spain,"Kern Pharma, S.L.",Spain,farmacovigilancia@kernpharma.com
264,Abilify,Intramuscular Use,European Union,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
265,Abilify,Intramuscular Use,Iceland,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
266,Abilify,Intramuscular Use,Liechtenstein,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
267,Abilify,Intramuscular Use,Norway,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
268,Abilify,Oral Use,European Union,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
269,Abilify,Oral Use,Iceland,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
270,Abilify,Oral Use,Liechtenstein,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
271,Abilify,Oral Use,Norway,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
272,Abilify Maintena,Intramuscular Use,European Union,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
273,Abilify Maintena,Intramuscular Use,Iceland,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
274,Abilify Maintena,Intramuscular Use,Liechtenstein,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
275,Abilify Maintena,Intramuscular Use,Norway,Otsuka Pharmaceutical Netherlands B.V.,Germany,vigilance@otsuka-europe.com
276,Abilium,Oral Use,Poland,Pharma2pharma Sp. Z O.O.,Poland,pharma2pharma@sciencepharma.pl
277,Abilium,Oral Use,Spain,Pharma2pharma Sp. Z O.O.,Poland,pharma2pharma@sciencepharma.pl
278,Abimono,Cutaneous Use,Italy,Farmitalia S.R.L.,Italy,maria.mammi@asgenia.it
279,Abimono,Vaginal Use,Italy,Farmitalia S.R.L.,Italy,maria.mammi@asgenia.it
280,Abimox,Ocular Use,Spain,Tiedra Farmaceutica Sl,Spain,farmacovigilancia@tiedra.net
281,Abinone,Oral Use,Greece,Innovis Pharma,Greece,pharmacovigilance@innovispharma.gr
282,Abioclav,Oral Use,Italy,S.F. Group Srl,Italy,pharmacovigilance@direnzo.biz
283,Abiostil,Nasal Use,Italy,Laboratorio Chimico Deca Dr. Capuani S.R.L.,Italy,farmacovigilanza@labdeca.it
284,Abiox,Oral Use,Spain,Tiedra Farmaceutica Sl,Spain,farmacovigilancia@tiedra.net
285,Abipol,Oral Use,Spain,Abartis Pharma S.L.,Poland,abartis@sciencepharma.pl
286,Abiprost,Ocular Use,Spain,Tiedra Farmaceutica Sl,Spain,farmacovigilancia@tiedra.net
287,Abiprostem,Oral Use,Greece,Demo Abee,Greece,pv@demo.gr
288,Abiral,Oral Use,Austria,Genericon Pharma Gesellschaft M.B.H.,Austria,drug.safety@genericon.at
289,Abiral,Oral Use,Poland,+pharma Arzneimittel Gmbh,Austria,drug.safety@genericon.at
290,Abiranio,Oral Use,Germany,Axunio Pharma Gmbh,Germany,medinfo@axunio.eu
291,Abirasolon-Mcrpc Kombipackung,Oral Use,Germany,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
292,Abirasolon-Mhspc Kombipackung,Oral Use,Germany,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
293,Abiratel,Oral Use,Germany,Tad Pharma Gmbh,Slovenia,Drug-Safety@tad.de
294,"Abirateron ""olpha""",Oral Use,Denmark,Olpha As,Latvia,adr@olpha.eu
295,"Abirateron ""sandoz""",Oral Use,Denmark,1a Farma A/S,Germany,eu-qppv.office@sandoz.com
296,Abirateron +pharma,Oral Use,Austria,+pharma Arzneimittel Gmbh,Austria,drug.safety@genericon.at
297,Abirateron 123-Acurae Pharma,Oral Use,Germany,123 Acurae Pharma Gmbh,Slovenia,Drug-Safety@tad.de
298,Abirateron 1a Pharma,Oral Use,Austria,1a Pharma Gmbh,Germany,eu-qppv.office@sandoz.com
299,Abirateron 1a Pharma,Oral Use,Netherlands,1 A Pharma Gmbh,Germany,eu-qppv.office@sandoz.com
300,Abirateron Abdi,Oral Use,Germany,Abdi Farma Gmbh,Germany,abdifarma@abdiibrahim.com.tr
301,Abirateron Abdi,Oral Use,Netherlands,Abdi Farma Gmbh,Germany,abdifarma@abdiibrahim.com.tr
302,Abirateron Acino,Oral Use,Germany,Acino Ag,Germany,pv@acino.swiss
303,Abirateron Al,Oral Use,Germany,Aliud Pharma Gmbh,Germany,dso@stada.de
304,Abirateron Alpha-Medical,Oral Use,Croatia,Alpha-Medical D.O.O.,Croatia,drugsafety@c-nova.com
305,Abirateron Amarox,Oral Use,Germany,Amarox Pharma Gmbh,Netherlands,safety@amaroxpharma.com
306,Abirateron Aristo,Oral Use,Austria,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
307,Abirateron Aristo,Oral Use,Germany,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
308,Abirateron Ashcure,Oral Use,Netherlands,Ashcure Pharma B.V.,Netherlands,qppv@ashcurepharma.com
309,Abirateron Ashcure,Oral Use,Netherlands,Ashcure Pharma B.V.,Netherlands,qppv@ashcurepharma.com
310,Abirateron Avansor,Oral Use,Finland,Avansor Pharma Oy,Netherlands,drug.safety@synthon.com
311,Abirateron Axiromed,Oral Use,Germany,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
312,Abirateron Beta,Oral Use,Germany,Betapharm Arzneimittel Gmbh,Germany,pharmacovigilance@betapharm.de
313,Abirateron Betapharm,Oral Use,Netherlands,Betapharm Arzneimittel Gmbh,Germany,pharmacovigilance@betapharm.de
314,Abirateron Bluepharma,Oral Use,Austria,Bluepharma Indústria Farmacêutica S.A.,Portugal,farmacovigilancia@blueclinical.pt
315,Abirateron Cf,Oral Use,Netherlands,Centrafarm B.V.,Germany,dso@stada.de
316,Abirateron Cipla,Oral Use,Germany,Cipla Europe Nv,Spain,qppv@cipla.com
317,Abirateron Devatis,Oral Use,Austria,Devatis Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
318,Abirateron Devatis,Oral Use,Finland,Devatis Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
319,Abirateron Devatis,Oral Use,Germany,Devatis Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
320,Abirateron Devatis,Oral Use,Croatia,Devatis Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
321,Abirateron Devatis,Oral Use,Denmark,Devatis Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
322,Abirateron Devatis,Oral Use,Netherlands,Devatis Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
323,Abirateron Devatis,Oral Use,Norway,Devatis Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
324,Abirateron Devatis,Oral Use,Sweden,Devatis Gmbh,Portugal,pharmacovigilance.portugal@pharmalex.com
325,Abirateron Eg,Oral Use,Belgium,Eurogenerics N.V./S.A.,Germany,dso@stada.de
326,Abirateron Eg,Oral Use,Luxembourg,Eurogenerics N.V./S.A.,Germany,dso@stada.de
327,Abirateron G.L.,Oral Use,Netherlands,G.L. Pharma Gmbh,Austria,pv@gl-pharma.at
328,Abirateron Galenika,Oral Use,Croatia,Galenika International Kft.,Hungary,pharmacovigilance@radaydrug.com
329,Abirateron Galenika,Oral Use,Slovenia,Galenika International Kft.,Hungary,pharmacovigilance@radaydrug.com
330,Abirateron Glenmark,Oral Use,Germany,Glenmark Arzneimittel Gmbh,Germany,GlobalPV@glenmarkpharma.com
331,Abirateron Glenmark,Oral Use,Netherlands,Glenmark Arzneimittel Gmbh,Germany,GlobalPV@glenmarkpharma.com
332,Abirateron Heumann,Oral Use,Germany,Heumann Pharma Gmbh & Co. Generica Kg,Germany,Medical.department@heumann.de
333,Abirateron Hexal,Oral Use,Germany,Hexal Ag,Germany,eu-qppv.office@sandoz.com
334,Abirateron Holsten,Oral Use,Germany,Holsten Pharma Gmbh,Lithuania,pv@sanoswiss.com
335,Abirateron Leon Farma,Oral Use,Netherlands,"Laboratorios León Farma, S.A.",Spain,pharmacovigilance@chemogroup.com
336,Abirateron Medac,Oral Use,Denmark,Medac Gesellschaft Für Klinische Spezialpräparate Mbh (Wedel),Germany,drugsafety@medac.de
337,Abirateron Medical Valley,Oral Use,Denmark,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
338,Abirateron Medical Valley,Oral Use,Finland,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
339,Abirateron Medical Valley,Oral Use,Iceland,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
340,Abirateron Medical Valley,Oral Use,Norway,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
341,Abirateron Medical Valley,Oral Use,Sweden,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
342,Abirateron Msn,Oral Use,Croatia,Msn Labs Europe Limited,Spain,pharmacovigilance@vivantagenerics.com
343,Abirateron Msn,Oral Use,Netherlands,Vivanta Generics S.R.O,Spain,pharmacovigilance@vivantagenerics.com
344,Abirateron Msn,Oral Use,Slovakia,Msn Labs Europe Limited,Spain,pharmacovigilance@vivantagenerics.com
345,Abirateron Normon,Oral Use,Netherlands,"Laboratorios Normon, S.A.",Spain,safety@normon.com
346,Abirateron Pharmagen,Oral Use,Czech Republic,Pharmagen Cz S.R.O.,Czech Republic,dmytrok@pharma-service.cz
347,Abirateron Pharmagen,Oral Use,Slovakia,Pharmagen Cz S.R.O.,Czech Republic,dmytrok@pharma-service.cz
348,Abirateron Pharmascience,Oral Use,Croatia,Pharmascience International Ltd,Bulgaria,drugsafety.eu@pharmascience.com
349,Abirateron Pharmascience,Oral Use,Slovenia,Pharmascience International Ltd,Bulgaria,drugsafety.eu@pharmascience.com
350,Abirateron Polisano,Oral Use,Germany,Vitema S.A.,Romania,farmacovigilenta@polisanopharmaceuticals.ro
351,Abirateron Qilu,Oral Use,Germany,Qilu Pharma Spain S.L.,Czech Republic,safety@elc-group.com
352,Abirateron Ratiopharm,Oral Use,Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com
353,Abirateron Sandoz,Oral Use,Austria,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com
354,Abirateron Sandoz,Oral Use,Croatia,Sandoz D.O.O.,Germany,eu-qppv.office@sandoz.com
355,Abirateron Sandoz,Oral Use,Finland,1a Farma A/S,Germany,eu-qppv.office@sandoz.com
356,Abirateron Sandoz,Oral Use,Netherlands,Sandoz B.V.,Germany,eu-qppv.office@sandoz.com
357,Abirateron Sandoz,Oral Use,Norway,1a Farma A/S,Germany,eu-qppv.office@sandoz.com
358,Abirateron Sandoz,Oral Use,Sweden,1a Farma A/S,Germany,eu-qppv.office@sandoz.com
359,Abiraterón Sandoz,Oral Use,Slovakia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com
360,Abirateron Stada,Oral Use,Austria,Stada Arzneimittel Gmbh,Germany,dso@stada.de
361,Abirateron Stada,Oral Use,Croatia,Stada D.O.O.,Germany,dso@stada.de
362,Abirateron Stada,Oral Use,Czech Republic,Stada Arzneimittel Ag,Germany,dso@stada.de
363,Abirateron Stada,Oral Use,Germany,Stadapharm Gmbh,Germany,dso@stada.de
364,Abirateron Stada,Oral Use,Hungary,Stada Arzneimittel Ag,Germany,dso@stada.de
365,Abirateron Stada,Oral Use,Netherlands,Stada Arzneimittel Ag,Germany,dso@stada.de
366,Abiraterón Stada,Oral Use,Slovakia,Stada Arzneimittel Ag,Germany,dso@stada.de
367,Abirateron Sun,Oral,Poland,Sun Pharmaceutical Industries Europe B.V.,Romania,drugsafetyeurope@sunpharma.com
368,Abirateron Sun,Oral Use,Germany,Sun Pharmaceuticals Germany Gmbh,Romania,drugsafety.europe@sunpharma.com
369,Abirateron Synthon,Oral Use,Netherlands,Synthon Bv,Netherlands,drug.safety@synthon.com
370,Abirateron Teva,Oral Use,Croatia,Teva B.V,Croatia,safety.europe@tevaeu.com
371,Abirateron Teva,Oral Use,Czech Republic,Teva B.V,Croatia,safety.europe@tevaeu.com
372,Abirateron Teva,Oral Use,Denmark,Teva B.V,Croatia,safety.europe@tevaeu.com
373,Abirateron Teva,Oral Use,Hungary,Teva B.V,Croatia,safety.europe@tevaeu.com
374,Abirateron Teva,Oral Use,Iceland,Teva B.V,Croatia,safety.europe@tevaeu.com
375,Abirateron Teva,Oral Use,Netherlands,Teva B.V,Croatia,safety.europe@tevaeu.com
376,Abirateron Teva,Oral Use,Norway,Teva B.V,Croatia,safety.europe@tevaeu.com
377,Abirateron Teva,Oral Use,Slovenia,Teva B.V,Croatia,safety.europe@tevaeu.com
378,Abirateron Teva,Oral Use,Sweden,Teva B.V,Croatia,safety.europe@tevaeu.com
379,Abirateron Uropharm,Oral Use,Germany,Abanta Pharma Gmbh,Germany,abanta@haney-pharma.de
380,Abirateron Vipharm,Oral Use,Netherlands,Vipharm S.A.,Poland,pharmacovigilance@vipharm.com.pl
381,Abirateron Vivanta,Oral Use,Germany,Vivanta Generics S.R.O,Spain,pharmacovigilance@vivantagenerics.com
382,Abirateron Vivanta,Oral Use,Netherlands,Vivanta Generics S.R.O,Spain,pharmacovigilance@vivantagenerics.com
383,Abirateron Xiromed,Oral Use,Netherlands,Medical Valley Invest Ab,Spain,safety@medicalvalley.se
384,Abirateron Zentiva,Oral Use,Austria,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
385,Abirateron Zentiva,Oral Use,Croatia,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
386,Abirateron Zentiva,Oral Use,Germany,Zentiva Pharma Gmbh,Czech Republic,pharmacovigilance@zentiva.com
387,Abirateron Zentiva,Oral Use,Hungary,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
388,Abirateron Zentiva,Oral Use,Netherlands,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
389,Abirateron Zentiva,Oral Use,Poland,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
390,Abirateron? Lannacher,Oral Use,Romania,"Lannacher Heilmittel Ges.M.B.H.,",Austria,pv@gl-pharma.at
391,Abiraterona Bluepharma,Oral Use,Portugal,"Bluepharma Genéricos - Comércio De Medicamentos, S.A.",Portugal,farmacovigilancia@blueclinical.pt
392,Abiraterona Bluepharma,Oral Use,Portugal,Bluepharma Indústria Farmacêutica S.A.,Portugal,farmacovigilancia@blueclinical.pt
393,Abiraterona Cipla,Oral Use,Spain,Cipla Europe Nv,Spain,qppv@cipla.com
394,Abiraterona Dr. Reddys,Oral Use,Spain,"Reddy Pharma Iberia, S.A.",Germany,pharmacovigilance@betapharm.de
395,Abiraterona Efg Synthon,Oral Use,Spain,Synthon Bv,Netherlands,drug.safety@synthon.com
396,Abiraterona Eugia,Oral Use,Portugal,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com
397,Abiraterona Eugia,Oral Use,Spain,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com
398,Abiraterona Exeltis,Oral Use,Spain,Exeltis Healthcare S.L,Spain,pharmacovigilance@exeltis.com
399,Abiraterona Farmoz,Oral Use,Portugal,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com
400,Abiraterona Farmoz,Oral Use,Spain,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com
401,Abiraterona Generis,Oral Use,Portugal,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com
402,Abiraterona Glenmark,Oral Use,Spain,Glenmark Arzneimittel Gmbh,Germany,GlobalPV@glenmarkpharma.com
403,Abiraterona Kern Pharma,Oral Use,Spain,"Kern Pharma, S.L.",Spain,farmacovigilancia@kernpharma.com
404,Abiraterona Msn,Oral Use,Romania,Msn Labs Europe Limited,Spain,pharmacovigilance@vivantagenerics.com
405,Abirateronă Msn,Oral Use,Romania,Msn Labs Europe Limited,Spain,pharmacovigilance@vivantagenerics.com
406,Abiraterona Normon,Oral Use,Portugal,"Laboratórios Normon, S.A.",Spain,safety@normon.com
407,Abiraterona Normon,Oral Use,Spain,"Laboratorios Normon, S.A.",Spain,safety@normon.com
408,Abiraterona Olpha,Oral,Spain,Olpha As,Latvia,adr@olpha.eu
409,Abiraterona Olpha,Oral Use,Spain,Olpha As,Latvia,adr@olpha.eu
410,Abirateronă Pharmazac,Oral Use,Romania,Pharmazac Sa,Greece,safety@vigi-care.eu
411,Abiraterona Polisano,Oral Use,Romania,Vitema S.A.,Romania,farmacovigilenta@polisanopharmaceuticals.ro
412,Abiraterona Qilu,Oral Use,Spain,Qilu Pharma Spain S.L.,Czech Republic,safety@elc-group.com
413,Abiraterona Sandoz,Oral Use,Portugal,Sandoz Farmaceutica Lda.,Germany,eu-qppv.office@sandoz.com
414,Abiraterona Sandoz,Oral Use,Portugal,Sandoz Farmacêutica Lda.,Germany,eu-qppv.office@sandoz.com
415,Abiraterona Sandoz,Oral Use,Spain,"Sandoz Farmacéutica, S.A.",Germany,eu-qppv.office@sandoz.com
416,Abiraterona Stada,Oral Use,Portugal,Stada Lda.,Germany,dso@stada.de
417,Abiraterona Stada,Oral Use,Spain,"Laboratorio Stada, S.L.",Germany,dso@stada.de
418,Abirateronä Stada,Oral Use,Romania,Stada M&d S.R.L.,Germany,dso@stada.de
419,Abirateronă Sun,Oral Use,Romania,Sun Pharmaceutical Industries Europe B.V.,Romania,drugsafetyeurope@sunpharma.com
420,Abiraterona Tarbis,Oral Use,Spain,"Tarbis Farma, S.L.",Netherlands,safety@amaroxpharma.com
421,Abiraterona Tecnigen,Oral Use,Portugal,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com
422,Abiraterona Tecnigen,Oral Use,Spain,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com
423,Abiraterona Teva,Oral Use,Portugal,Teva B.V,Croatia,safety.europe@tevaeu.com
424,Abiraterona Teva,Oral Use,Spain,Teva B.V,Croatia,safety.europe@tevaeu.com
425,Abirateronă Teva,Oral Use,Romania,Teva B.V,Croatia,safety.europe@tevaeu.com
426,Abiraterona Tronyl,Oral Use,Spain,"Laboratórios Basi – Indústria Farmacêutica, S.A.",Portugal,pharmacovigilance@basi.pt
427,Abiraterona Vivanta,Oral Use,Spain,Vivanta Generics S.R.O,Spain,pharmacovigilance@vivantagenerics.com
428,Abiraterona Zentiva,Oral Use,Portugal,"Zentiva Portugal, Lda",Czech Republic,pharmacovigilance@zentiva.com
429,Abiraterona Zentiva,Oral Use,Spain,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
430,Abirateronă Zentiva,Oral Use,Romania,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com
431,Abirateronacetaat Amarox,Oral Use,Netherlands,Amarox Pharma B.V.,Netherlands,safety@amaroxpharma.com
432,Abirateronacetaat Eg (Eurogenerics) Nv,Oral Use,Belgium,Eurogenerics N.V./S.A.,Germany,dso@stada.de
433,Abirateronacetat,Oral,Germany,Novumgen Limited,Italy,safety@novumgen.com
434,Abirateronacetat Eg (Eurogenerics) Nv,Oral Use,Belgium,Eurogenerics N.V./S.A.,Germany,dso@stada.de
435,Abiraterone,Oral Use,Hungary,G.L. Pharma Gmbh,Austria,pv@gl-pharma.at
436,Abiraterone,Oral Use,Hungary,Gedeon Richter Plc.,Hungary,Drugsafety@richter.hu
437,Abiraterone,Oral Use,Ireland,Rowex Ltd,Germany,eu-qppv.office@sandoz.com
438,Abiraterone,Oral Use,Poland,Exeltis Poland Sp. Z O.O.,Spain,pharmacovigilance@exeltis.com
439,Abiraterone,Oral Use,United Kingdom (Northern Ireland),Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
440,Abiraterone Abdi,Oral Use,Czech Republic,Abdi Farma Gmbh,Germany,abdifarma@abdiibrahim.com.tr
441,Abiraterone Abdi,Oral Use,Italy,Abdi Farma Gmbh,Germany,abdifarma@abdiibrahim.com.tr
442,Abiraterone Abdi,Oral Use,Portugal,Abdi Farma Gmbh,Germany,abdifarma@abdiibrahim.com.tr
443,Abiraterone Abdi,Oral Use,United Kingdom (Northern Ireland),Abdi Farma Gmbh,Germany,abdifarma@abdiibrahim.com.tr
444,Abiraterone Abdi Farma,Oral Use,Italy,Abdi Farma Gmbh,Germany,abdifarma@abdiibrahim.com.tr
445,Abiraterone Accord,Oral Use,European Union,Accord Healthcare S.L.U.,Poland,arlettawerynska@lambda-cro.com
446,Abiraterone Accord,Oral Use,Iceland,Accord Healthcare S.L.U.,Poland,arlettawerynska@lambda-cro.com
447,Abiraterone Accord,Oral Use,Liechtenstein,Accord Healthcare S.L.U.,Poland,arlettawerynska@lambda-cro.com
448,Abiraterone Accord,Oral Use,Norway,Accord Healthcare S.L.U.,Poland,arlettawerynska@lambda-cro.com
449,Abiraterone Acetate Zydus,Oral Use,France,Zydus France,France,pvfrance@Zydusfrance.com
450,Abiraterone Agmed,Oral Use,Czech Republic,Agmed S.R.O.,Czech Republic,euqppv@agmed.cz
451,Abiraterone Agmed,Oral Use,Slovakia,Agmed S.R.O.,Czech Republic,euqppv@agmed.cz
452,Abiraterone Amarox,Oral Use,United Kingdom (Northern Ireland),Amarox Limited,Netherlands,safety@amaroxpharma.com
453,Abiraterone Aristo,Oral Use,Ireland,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de
